Edad,Genero,Rasgos,Mes,Hora,Ciudad,Estacion,Dia Festivo,Tipo de Refresco,Region de la Ciudad
39,1,4,1,20,21,0,1,4,3
67,0,5,6,15,62,1,0,5,0
66,1,1,7,17,54,0,0,3,0
15,0,4,8,8,25,0,0,20,0
65,1,1,8,19,65,1,0,20,3
69,1,0,6,20,56,0,1,12,3
11,0,0,10,15,33,0,1,6,0
60,0,0,3,13,46,0,0,6,2
11,1,1,2,17,54,1,0,0,0
24,1,2,0,13,33,0,0,17,0
61,0,5,5,18,19,1,0,12,3
36,1,5,1,18,7,1,0,16,3
10,1,4,2,12,22,1,0,1,0
30,1,0,10,8,43,0,1,2,0
49,1,2,2,17,46,1,1,10,2
44,1,4,1,21,31,1,1,16,3
63,0,3,9,21,6,1,0,7,3
41,0,2,11,19,54,0,1,9,0
18,0,4,8,22,20,1,0,6,3
44,0,5,4,15,16,1,0,18,0
15,1,5,3,10,50,1,0,7,3
45,0,0,7,14,65,0,0,9,3
46,0,0,8,15,66,1,0,7,0
29,0,3,0,18,30,1,1,12,2
50,0,1,10,14,45,1,0,19,1
36,1,2,2,12,27,0,1,8,0
58,0,2,8,22,33,0,0,9,0
47,1,1,2,8,3,0,1,12,0
42,0,3,3,12,56,0,0,10,3
15,1,1,1,8,26,0,1,7,3
66,0,1,9,19,47,0,0,20,0
58,1,5,2,13,20,0,0,11,3
37,1,2,10,11,45,0,1,20,1
65,1,4,8,20,32,1,1,2,0
20,0,5,8,12,53,1,1,4,0
13,1,2,7,13,21,1,1,13,3
14,0,0,7,13,38,1,1,10,2
57,1,5,5,14,61,1,1,3,0
33,0,2,7,14,56,0,0,17,3
40,0,2,2,18,56,1,0,19,3
65,0,4,9,22,25,1,0,9,0
66,1,1,11,19,48,0,1,4,1
41,0,1,11,17,24,1,1,12,0
25,1,0,0,11,69,1,1,17,2
45,0,0,4,14,4,1,0,1,0
16,1,0,10,10,22,0,1,9,0
21,0,4,6,14,64,1,0,3,2
40,1,4,2,21,8,1,0,19,0
43,0,1,2,22,21,1,1,8,3
38,0,4,8,22,30,0,1,18,2
46,1,0,11,20,34,0,1,20,0
12,0,3,0,10,50,1,1,17,3
17,1,3,0,11,11,0,1,13,3
69,1,1,10,21,25,1,1,7,0
38,1,1,11,15,65,0,1,20,3
66,0,2,4,9,39,0,1,10,0
10,0,3,9,8,61,0,0,17,0
47,1,5,2,18,32,0,1,19,0
41,1,4,6,17,45,0,1,20,1
48,0,2,6,16,18,0,1,15,0
37,0,2,7,12,4,0,0,13,0
27,1,5,1,12,40,0,1,10,0
37,0,5,6,11,13,0,1,4,2
38,1,5,1,21,35,0,0,0,0
33,1,2,6,19,26,1,1,18,3
24,1,4,3,9,15,0,0,8,3
26,0,1,4,14,30,0,0,20,2
60,0,5,3,21,39,0,1,19,0
38,1,2,6,13,65,1,1,18,3
32,1,0,6,19,34,0,1,16,0
29,0,5,3,16,8,0,1,20,0
61,0,1,10,13,39,0,1,18,0
33,1,2,7,11,45,0,1,15,1
55,0,5,3,13,53,0,0,0,0
27,1,5,2,13,50,0,0,3,3
47,1,1,10,13,24,1,0,10,0
70,1,5,3,21,35,1,0,1,0
15,0,0,2,19,29,1,0,13,3
21,1,4,6,22,46,1,0,9,2
20,0,5,10,12,9,0,0,1,3
69,0,1,2,17,21,0,0,5,3
68,0,5,4,17,3,1,1,6,0
24,0,2,10,18,48,1,0,10,1
21,0,4,0,12,35,0,0,14,0
47,1,0,3,9,15,1,0,3,3
54,1,4,1,21,7,1,1,14,3
57,1,4,7,15,4,0,1,1,0
48,0,2,3,20,46,1,1,11,2
70,1,0,3,8,38,1,1,15,2
34,0,4,9,14,22,1,0,10,0
55,0,5,8,18,13,0,1,11,2
39,0,2,10,19,5,0,1,20,0
61,0,3,2,9,47,0,0,1,0
15,0,2,10,19,49,1,1,0,2
15,0,5,7,18,35,1,1,20,0
47,1,1,2,8,45,1,0,4,1
62,0,5,2,21,48,1,1,3,1
45,0,0,11,17,60,0,1,4,0
68,1,4,10,15,39,0,1,7,0
41,0,0,2,21,10,0,1,5,3
25,0,5,10,22,9,1,1,11,3
44,0,0,1,20,12,1,0,17,0
40,0,2,5,13,7,1,0,13,3
53,1,0,11,18,62,1,1,6,0
57,0,3,1,20,64,0,0,3,2
65,1,1,8,12,57,1,1,2,0
60,0,2,3,12,53,1,1,8,0
65,1,5,1,15,3,1,0,1,0
32,1,5,2,14,28,0,0,7,3
23,0,5,3,10,38,0,1,19,2
38,1,0,9,10,7,1,1,5,3
24,1,0,8,14,64,0,0,17,2
23,1,3,0,17,69,0,0,15,2
34,1,5,6,17,49,1,0,0,2
27,0,1,2,15,18,1,0,12,0
31,0,4,2,20,28,0,0,18,3
58,0,4,3,14,5,0,1,5,0
37,1,2,8,22,39,1,0,1,0
28,1,3,8,10,21,1,0,13,3
61,1,3,5,18,61,0,1,16,0
48,0,3,8,20,17,1,1,10,0
10,1,0,1,9,54,0,1,20,0
44,0,5,0,8,10,0,0,18,3
64,0,5,5,22,23,0,1,20,3
28,0,3,2,17,20,0,1,20,3
36,1,5,1,15,25,1,0,7,0
44,1,1,5,9,58,1,0,3,0
48,1,3,6,17,7,1,1,10,3
11,1,3,5,19,64,0,1,7,2
13,0,4,10,18,29,1,1,3,3
40,0,1,5,9,39,0,1,12,0
61,0,3,5,11,58,0,0,8,0
63,1,0,11,9,25,0,1,1,0
70,1,1,2,10,21,0,0,0,3
11,1,5,3,19,23,1,0,17,3
60,1,2,3,21,3,1,1,2,0
42,0,1,6,11,10,0,1,18,3
48,1,4,6,15,1,0,0,0,3
24,1,1,2,9,36,1,1,8,0
14,1,4,7,9,30,0,0,10,2
35,0,3,7,20,22,1,0,0,0
16,1,5,7,15,45,0,0,13,1
42,1,4,2,18,61,0,1,14,0
58,0,2,3,9,3,0,1,18,0
19,1,5,2,9,52,0,0,16,0
39,1,5,5,12,3,1,0,7,0
35,1,2,7,8,17,0,1,0,0
54,0,2,6,11,55,1,1,0,0
10,1,3,7,20,63,1,0,20,0
19,1,4,9,18,43,1,0,14,0
66,0,1,5,20,65,1,1,13,3
32,0,2,8,21,30,0,1,11,2
13,1,5,8,21,15,0,0,10,3
55,0,0,8,11,10,1,1,12,3
52,1,5,9,17,44,1,1,19,0
14,0,4,6,10,53,0,1,0,0
18,1,1,1,22,14,1,1,17,3
35,1,1,0,21,26,0,1,11,3
25,1,3,7,15,15,1,1,5,3
35,0,4,10,8,53,0,1,19,0
23,1,3,11,8,34,0,0,10,0
56,1,1,10,20,13,0,1,17,2
45,1,1,0,8,5,1,0,17,0
59,0,2,8,17,19,0,0,3,3
26,0,0,3,14,2,0,0,5,3
18,0,4,5,22,63,0,1,9,0
51,1,1,0,16,58,0,1,15,0
12,0,4,9,14,44,0,1,20,0
21,1,5,10,10,37,1,1,17,0
41,1,1,3,17,8,1,0,6,0
64,0,1,1,12,6,1,1,5,3
46,0,0,8,17,23,0,1,9,3
65,0,2,3,19,28,1,1,16,3
34,1,2,11,18,29,0,1,13,3
35,1,3,4,14,1,1,0,5,3
36,0,1,5,15,24,0,1,3,0
55,1,4,10,22,60,1,1,16,0
46,1,4,10,17,6,0,0,3,3
51,1,5,10,16,50,1,0,16,3
32,0,0,7,22,63,0,0,3,0
19,1,3,10,15,69,0,1,4,2
55,0,1,1,18,10,0,1,4,3
32,0,1,4,12,53,1,1,13,0
51,1,5,9,11,1,1,1,10,3
10,0,3,2,12,59,1,1,1,0
32,1,4,6,18,28,0,1,7,3
63,0,5,3,16,56,1,1,6,3
45,0,1,11,22,50,0,0,13,3
12,0,2,1,16,14,0,1,7,3
26,0,3,7,22,35,1,0,0,0
48,0,2,5,12,30,0,1,5,2
23,0,2,8,17,24,1,0,10,0
15,0,3,7,14,17,0,0,10,0
11,0,0,0,17,44,1,0,13,0
62,1,0,5,15,58,0,1,15,0
10,1,1,1,10,2,0,1,13,3
44,0,3,0,22,45,0,0,13,1
60,1,1,6,11,57,0,1,0,0
46,1,5,7,14,50,1,0,0,3
15,0,1,2,20,52,0,0,9,0
66,1,1,7,9,60,1,1,15,0
54,0,0,11,12,56,0,0,15,3
37,1,4,1,15,13,0,1,11,2
24,1,4,0,15,1,1,0,3,3
63,1,3,3,16,49,1,0,0,2
41,0,5,0,11,46,0,0,20,2
65,0,1,4,10,5,1,0,3,0
13,1,0,8,9,60,1,1,10,0
42,0,0,9,15,47,0,1,19,0
55,1,3,9,19,29,1,0,3,3
31,0,1,6,11,27,1,1,17,0
38,1,2,11,19,34,1,1,6,0
44,0,5,10,11,19,0,1,4,3
36,0,3,9,11,9,0,0,7,3
17,1,0,4,20,41,1,1,17,3
31,1,4,8,10,49,1,0,0,2
61,1,5,6,19,53,0,0,2,0
59,1,3,1,9,58,1,1,8,0
20,0,5,10,17,60,0,0,9,0
70,0,0,9,15,50,0,0,13,3
26,1,2,11,12,59,1,1,13,0
43,1,4,2,13,18,1,0,16,0
65,1,1,11,14,10,0,0,0,3
29,0,0,5,11,60,0,1,11,0
44,1,3,6,15,31,0,0,20,3
55,0,1,1,14,20,0,0,12,3
36,1,4,0,17,61,0,0,1,0
52,0,2,5,21,56,0,1,9,3
17,0,5,6,14,3,0,1,9,0
40,1,2,4,20,40,0,0,20,0
56,0,1,2,21,60,0,1,7,0
49,1,1,3,14,28,0,1,12,3
52,0,2,4,17,35,1,0,6,0
19,0,5,6,18,35,0,0,1,0
43,1,1,9,15,45,0,0,1,1
56,0,3,2,22,31,0,1,1,3
37,1,4,10,15,17,0,1,12,0
24,1,0,1,8,11,1,0,15,3
35,0,2,11,8,68,1,1,7,2
55,0,5,0,16,60,0,0,6,0
38,0,4,9,16,66,0,0,19,0
22,0,5,9,9,34,0,1,1,0
19,1,1,0,20,25,1,0,20,0
56,0,3,5,15,26,1,1,11,3
40,0,5,0,8,9,1,0,15,3
21,0,1,11,14,20,0,0,5,3
15,0,3,7,19,66,0,1,3,0
56,0,1,10,19,13,0,1,9,2
40,0,3,11,10,33,0,0,7,0
11,0,1,6,22,47,0,0,6,0
44,1,1,0,12,31,1,0,16,3
55,1,0,5,21,22,1,1,2,0
49,0,4,2,9,12,1,1,13,0
70,1,3,5,21,1,0,0,20,3
24,0,2,11,10,14,0,1,15,3
49,1,5,6,9,59,1,1,19,0
12,1,2,6,12,33,0,1,7,0
41,0,4,9,15,14,1,0,9,3
12,0,4,5,12,35,0,1,0,0
42,0,5,8,13,12,1,1,14,0
39,0,0,0,11,10,1,0,6,3
29,0,0,2,11,45,1,1,2,1
30,0,0,0,10,36,0,0,5,0
53,1,1,1,9,40,0,1,12,0
41,0,0,6,17,37,1,1,4,0
44,1,1,4,15,21,1,0,17,3
34,1,4,3,9,0,1,1,17,3
11,0,5,8,9,18,1,0,1,0
13,1,0,4,20,36,0,0,17,0
40,1,3,10,10,54,1,1,6,0
49,1,1,2,15,57,0,1,9,0
16,1,1,10,8,53,1,1,1,0
59,1,2,8,11,53,0,0,20,0
15,1,1,0,18,8,0,0,13,0
45,0,1,7,20,19,1,1,6,3
28,0,4,1,20,63,1,0,20,0
50,0,3,6,20,16,1,1,18,0
21,0,2,0,12,48,1,1,0,1
37,1,0,8,19,10,0,1,1,3
66,1,1,8,19,44,1,0,5,0
11,0,0,11,12,64,0,1,10,2
16,0,1,2,16,28,0,1,3,3
52,1,2,9,20,57,0,0,4,0
21,0,4,0,15,17,1,0,2,0
18,0,5,8,22,21,1,1,9,3
11,1,4,6,10,66,1,1,9,0
37,1,0,1,14,50,0,0,1,3
44,1,3,0,10,54,0,0,0,0
65,0,1,2,13,22,0,1,3,0
16,0,4,7,15,24,0,0,0,0
46,0,5,9,19,14,1,1,13,3
22,0,2,8,22,15,0,1,2,3
22,0,2,2,21,3,1,0,6,0
58,1,5,6,16,8,1,0,7,0
41,1,4,0,21,32,1,1,1,0
57,1,0,4,15,0,0,0,7,3
25,1,2,3,22,59,1,0,17,0
67,0,5,0,22,10,0,0,6,3
63,0,4,2,21,23,1,1,12,3
50,0,3,5,12,64,1,0,7,2
43,0,5,9,20,31,1,1,20,3
37,1,5,6,19,57,0,0,12,0
57,0,4,3,14,66,1,1,20,0
70,1,0,4,21,18,0,1,8,0
58,0,3,8,14,63,1,1,4,0
15,1,3,4,9,51,1,0,1,3
57,1,5,11,21,5,1,1,16,0
10,1,4,5,9,59,1,0,20,0
53,0,3,1,22,62,1,0,10,0
33,0,3,6,21,40,0,0,9,0
41,0,5,11,12,18,1,0,14,0
50,0,4,4,18,47,1,1,20,0
21,0,1,0,8,47,0,1,6,0
65,1,5,7,12,1,0,1,20,3
12,0,2,3,17,36,0,0,10,0
47,0,0,2,20,8,1,0,9,0
26,1,5,5,19,43,1,1,7,0
17,0,0,0,11,62,0,0,9,0
61,1,0,4,16,58,0,0,6,0
67,1,2,10,9,23,1,1,3,3
22,1,0,7,8,51,1,0,12,3
49,1,2,11,10,68,1,0,4,2
53,1,5,7,13,49,1,1,13,2
21,1,5,11,10,27,1,0,1,0
37,1,2,6,8,25,1,1,7,0
35,1,2,0,13,28,1,1,0,3
14,0,4,7,8,0,0,0,0,3
58,0,1,8,19,25,0,1,15,0
67,0,1,2,10,3,1,0,19,0
16,0,0,5,8,5,1,0,3,0
54,0,2,9,22,65,0,0,19,3
33,0,1,8,17,52,1,0,6,0
32,1,0,3,8,31,1,0,9,3
11,1,4,5,16,6,0,1,7,3
13,1,1,0,10,69,1,0,13,2
63,0,3,3,18,25,1,1,8,0
29,0,2,6,18,56,1,0,1,3
60,1,3,1,21,38,1,0,9,2
48,0,4,8,8,27,0,0,10,0
36,0,1,11,10,3,0,1,5,0
46,1,4,2,10,65,0,0,15,3
25,1,2,2,13,4,0,0,10,0
50,0,4,6,14,38,0,0,1,2
48,0,0,8,12,10,0,1,9,3
41,1,2,10,11,54,1,1,4,0
12,1,4,8,12,67,0,1,1,0
68,1,2,4,18,41,0,0,20,3
43,0,3,6,21,66,1,1,15,0
43,0,3,5,19,0,0,0,7,3
34,1,5,4,8,20,1,1,17,3
70,0,1,2,18,27,0,1,16,0
64,1,4,6,8,31,0,1,9,3
11,0,5,6,20,31,1,0,9,3
39,1,1,6,18,26,0,0,13,3
62,1,3,2,11,50,1,0,1,3
37,0,1,9,15,29,0,0,4,3
22,1,4,4,21,67,1,1,5,0
69,0,0,2,13,57,0,0,5,0
32,1,4,10,8,48,0,0,1,1
68,0,3,2,15,16,0,0,5,0
49,0,0,6,19,6,0,0,17,3
64,0,3,5,16,35,0,1,4,0
16,1,5,0,22,20,0,1,6,3
58,0,3,3,21,9,1,1,5,3
43,0,2,5,12,23,1,0,13,3
22,0,4,2,11,28,1,1,5,3
23,1,4,10,9,67,1,1,8,0
31,1,0,4,20,29,0,1,11,3
13,0,4,3,10,1,0,0,20,3
49,0,1,2,17,38,0,1,7,2
34,1,1,10,15,32,0,0,17,0
65,1,2,11,15,56,0,0,17,3
19,1,3,11,9,11,1,1,3,3
32,0,2,11,9,32,1,0,9,0
56,1,4,11,13,39,1,0,20,0
40,1,5,3,20,58,0,0,17,0
64,1,2,4,12,21,0,1,1,3
38,1,5,2,14,61,1,1,19,0
58,0,1,11,10,45,1,0,6,1
12,0,4,8,13,15,1,1,0,3
17,1,5,6,19,51,1,1,13,3
13,1,0,4,21,67,0,0,9,0
50,1,2,7,9,23,0,1,7,3
38,1,3,7,12,6,1,1,19,3
30,0,5,7,12,44,0,0,9,0
32,1,5,6,15,57,1,0,16,0
41,1,1,4,21,60,1,1,6,0
58,0,1,11,15,44,0,0,16,0
35,1,4,0,8,17,0,1,17,0
42,1,1,0,16,22,0,1,7,0
44,1,2,6,21,21,0,0,13,3
12,0,5,6,22,27,1,1,17,0
43,0,4,11,16,34,0,1,14,0
61,1,0,2,8,23,1,1,12,3
66,1,4,10,15,23,0,1,20,3
42,1,4,2,13,35,1,0,1,0
45,1,4,10,13,49,1,1,14,2
64,0,3,7,18,31,1,0,6,3
25,1,3,6,12,20,0,0,9,3
32,0,5,6,18,21,1,1,15,3
32,0,3,5,14,2,1,0,10,3
56,0,2,6,19,59,0,0,3,0
34,1,3,0,17,41,1,0,6,3
29,0,2,8,11,29,1,0,6,3
16,0,0,11,18,15,0,0,6,3
55,0,1,8,14,7,1,0,3,3
17,0,4,0,14,30,0,0,7,2
12,0,4,6,11,45,0,1,0,1
59,1,3,7,17,31,0,0,17,3
14,1,2,0,20,65,1,0,9,3
64,0,2,4,16,7,1,1,12,3
67,1,0,11,19,64,0,1,11,2
34,1,4,4,16,23,1,1,20,3
48,1,0,5,21,24,1,0,13,0
13,1,5,7,22,13,1,0,20,2
33,0,1,5,10,58,1,0,17,0
68,0,0,5,16,38,1,1,14,2
31,0,4,8,11,13,0,1,5,2
55,0,0,2,13,23,1,1,1,3
57,0,2,11,10,19,1,1,10,3
22,0,0,11,12,9,1,0,13,3
45,0,2,11,16,24,1,1,15,0
14,0,0,9,11,14,0,0,20,3
24,1,2,5,16,28,1,0,1,3
16,0,3,9,9,33,1,1,7,0
26,1,5,0,17,42,1,0,3,0
37,1,5,5,16,53,1,1,13,0
57,1,0,9,16,65,0,1,1,3
59,1,3,9,18,50,0,0,6,3
32,0,0,0,15,60,0,1,8,0
59,1,1,8,19,54,0,1,9,0
12,0,3,11,9,43,1,0,20,0
27,1,0,3,19,37,1,1,10,0
64,1,5,9,12,46,1,0,5,2
70,0,3,10,20,23,1,1,9,3
13,1,1,6,17,57,1,0,3,0
50,1,3,7,8,15,1,0,20,3
28,0,3,2,20,66,0,1,3,0
38,1,3,1,21,33,0,0,6,0
57,0,2,9,22,61,0,0,5,0
40,1,0,8,20,59,1,0,0,0
15,0,4,1,16,5,0,0,17,0
69,0,4,2,19,10,0,1,1,3
35,1,5,2,9,9,0,1,3,3
67,1,4,2,10,51,0,1,12,3
20,0,2,3,8,61,0,0,0,0
46,0,5,4,21,63,0,1,12,0
25,0,3,7,14,28,0,1,0,3
54,0,5,8,18,44,1,0,15,0
48,0,1,10,22,69,1,1,3,2
46,0,4,9,22,11,1,0,13,3
53,0,2,5,19,67,0,1,5,0
31,1,2,9,12,9,1,0,5,3
44,0,2,11,22,47,0,1,3,0
48,1,2,7,17,17,1,0,0,0
66,1,3,11,12,65,0,0,11,3
10,0,2,9,15,69,0,0,10,2
70,1,0,5,22,1,0,1,6,3
54,1,2,10,12,13,0,0,6,2
47,0,3,11,14,37,1,0,9,0
30,1,3,11,17,5,1,0,16,0
23,1,2,11,13,20,0,0,1,3
70,1,4,2,21,2,0,0,11,3
57,1,1,11,13,16,0,0,6,0
52,0,5,0,13,45,1,1,5,1
13,1,4,3,13,56,0,0,7,3
60,1,5,4,14,58,1,0,9,0
39,0,0,10,15,24,0,1,1,0
14,1,0,2,17,17,0,0,10,0
62,0,3,9,22,56,1,1,14,3
68,0,3,11,11,67,0,1,14,0
44,1,0,2,22,20,0,1,11,3
66,1,5,5,16,7,0,0,7,3
22,1,3,2,16,63,1,1,7,0
11,1,3,2,11,2,1,0,10,3
16,1,2,4,14,2,1,0,1,3
25,0,1,10,22,37,1,0,9,0
13,0,3,3,18,26,1,0,3,3
49,1,2,4,21,28,1,0,20,3
49,0,3,3,19,35,1,0,12,0
30,1,2,7,18,8,0,0,16,0
51,1,3,4,17,41,1,1,20,3
10,0,3,9,22,45,0,1,0,1
42,1,5,4,18,19,0,0,16,3
57,1,2,2,13,5,1,0,9,0
44,1,1,8,15,6,0,0,13,3
11,1,5,6,9,52,1,0,6,0
25,0,3,7,15,67,0,1,2,0
32,0,1,1,18,29,0,1,2,3
67,0,0,8,18,32,1,1,14,0
42,1,1,1,13,62,1,1,1,0
68,0,2,11,12,35,0,1,5,0
44,1,5,2,9,41,0,1,6,3
68,1,0,3,19,39,1,0,2,0
13,1,3,1,12,4,0,0,20,0
64,1,4,0,20,43,0,0,9,0
18,0,0,10,10,19,0,1,3,3
16,0,4,7,16,30,1,0,1,2
70,0,2,0,20,11,1,1,20,3
11,1,3,9,8,22,1,0,1,0
31,1,4,3,12,45,1,1,10,1
56,0,0,4,20,9,0,0,9,3
60,0,1,2,15,59,1,0,4,0
22,1,0,9,8,62,1,1,5,0
45,1,2,0,16,35,0,0,17,0
66,1,1,5,16,2,0,1,1,3
69,0,5,6,11,64,0,1,7,2
44,0,5,2,13,3,0,0,10,0
34,1,1,8,16,20,0,1,9,3
29,0,0,9,20,43,1,1,8,0
64,0,4,6,19,34,1,0,10,0
65,1,5,0,12,50,1,1,20,3
50,1,3,9,19,0,0,1,11,3
63,1,3,0,18,14,1,0,20,3
55,1,2,4,8,5,1,1,13,0
36,0,4,1,11,44,0,0,14,0
19,0,1,2,16,37,1,1,4,0
45,0,5,3,22,63,0,0,17,0
59,0,0,5,19,23,0,0,3,3
50,0,0,6,19,57,0,1,7,0
15,1,5,0,12,18,0,0,17,0
44,0,0,9,12,22,1,1,5,0
11,1,4,2,9,7,1,0,0,3
54,1,2,3,8,39,0,0,19,0
22,1,3,1,16,40,1,1,19,0
11,1,1,0,8,18,0,0,9,0
60,1,0,1,13,2,1,0,2,3
57,1,2,10,14,48,1,1,16,1
29,0,0,9,22,56,1,0,3,3
24,0,2,10,10,21,1,0,3,3
50,0,0,2,17,24,0,1,0,0
14,1,1,11,13,62,1,1,9,0
49,0,0,10,19,27,0,0,10,0
13,1,4,3,12,7,0,1,0,3
66,0,5,11,12,22,1,1,13,0
43,0,1,5,10,43,0,0,12,0
65,0,5,10,11,39,0,0,10,0
37,0,5,7,19,57,1,0,10,0
54,1,5,7,21,29,1,0,14,3
15,1,1,5,12,55,1,0,6,0
20,1,4,3,21,27,0,0,6,0
30,1,1,1,10,28,0,0,12,3
50,1,5,0,11,38,1,1,8,2
38,1,5,1,11,65,0,0,3,3
31,0,4,4,22,16,1,1,20,0
25,1,2,9,9,47,0,1,6,0
56,0,3,10,15,37,0,0,9,0
32,0,0,11,22,22,0,0,13,0
28,0,1,6,18,57,1,1,10,0
19,0,3,9,11,65,0,1,15,3
48,1,5,0,19,14,0,0,20,3
43,1,3,9,21,50,0,0,0,3
11,0,2,3,11,36,1,1,6,0
66,0,5,9,21,40,1,0,1,0
55,0,5,8,13,38,0,0,10,2
12,0,3,2,22,62,1,0,13,0
29,0,1,10,13,3,1,1,1,0
34,0,4,5,21,15,1,0,8,3
37,1,0,3,13,16,1,0,3,0
10,0,2,4,21,64,0,1,3,2
15,0,1,4,22,26,0,1,17,3
60,0,2,3,16,26,1,0,6,3
65,0,2,5,19,46,1,1,8,2
22,1,0,5,20,43,1,1,12,0
68,1,2,11,16,26,1,0,17,3
69,0,4,2,16,26,1,0,6,3
51,0,5,2,19,67,0,1,7,0
69,1,1,1,8,3,1,0,9,0
38,0,5,9,16,55,0,0,10,0
12,0,2,0,15,53,1,0,7,0
33,1,4,8,14,11,1,1,18,3
47,1,5,6,12,36,0,0,12,0
49,1,1,11,18,6,1,1,8,3
11,1,3,11,21,53,1,0,9,0
63,1,0,4,18,68,0,0,6,2
64,0,5,3,20,24,0,0,9,0
50,1,5,1,16,40,0,1,0,0
40,1,4,3,15,67,1,0,1,0
18,0,0,3,20,10,1,1,7,3
61,1,4,4,15,66,0,0,10,0
25,0,5,6,9,39,1,1,6,0
45,0,1,6,20,40,0,1,12,0
32,1,1,1,11,24,1,1,19,0
26,1,2,1,12,39,1,1,18,0
64,1,5,1,15,14,1,0,6,3
43,0,2,1,17,6,1,1,14,3
68,0,0,9,9,37,1,0,17,0
66,0,1,2,9,6,1,0,10,3
15,0,0,11,21,41,1,1,20,3
54,0,1,3,12,3,0,1,13,0
48,0,2,5,19,11,1,0,0,3
36,1,4,11,21,54,0,1,16,0
50,0,2,2,11,61,1,1,17,0
16,0,3,1,8,41,1,1,6,3
68,1,0,2,19,64,0,0,9,2
43,0,2,8,17,10,1,1,5,3
26,0,3,0,13,19,0,0,8,3
57,1,3,11,20,9,0,1,8,3
52,0,2,1,9,20,0,0,10,3
62,0,3,9,9,31,0,0,20,3
53,1,0,0,14,37,1,1,13,0
53,1,2,0,19,48,0,1,14,1
21,0,5,6,9,69,0,1,0,2
23,1,5,5,15,29,0,0,2,3
48,1,3,3,17,27,0,1,6,0
59,1,3,2,8,1,1,1,12,3
32,0,4,9,17,62,0,0,0,0
36,1,1,11,19,34,1,1,16,0
23,0,5,10,13,40,1,0,9,0
32,1,0,10,9,51,0,1,12,3
56,1,3,6,14,20,0,1,19,3
61,1,2,11,21,23,1,1,5,3
64,1,1,1,9,22,0,0,1,0
51,1,4,5,22,49,1,0,20,2
68,1,5,5,14,29,1,1,19,3
61,0,1,4,19,48,0,1,12,1
54,1,1,10,18,47,1,0,15,0
51,1,0,4,14,1,1,0,9,3
38,1,3,5,11,21,1,0,5,3
63,0,0,9,22,59,1,0,17,0
17,1,3,7,18,40,1,0,13,0
63,1,3,5,16,43,1,1,6,0
32,0,0,5,8,54,1,0,9,0
25,0,0,2,16,66,1,1,7,0
36,1,1,3,21,11,1,0,18,3
42,0,2,7,8,17,1,0,16,0
60,0,2,9,15,66,0,1,1,0
49,0,5,6,13,9,0,1,0,3
60,1,5,2,18,13,0,0,4,2
26,0,1,4,11,66,1,1,19,0
70,0,4,1,10,20,1,1,17,3
20,1,2,1,16,62,0,1,16,0
56,0,4,1,20,55,0,1,7,0
22,0,0,1,19,19,0,0,10,3
28,1,1,7,16,69,1,0,13,2
27,1,3,10,18,22,1,1,11,0
37,0,2,3,14,53,1,0,0,0
64,0,4,11,13,21,1,0,6,3
20,1,5,7,21,49,0,1,15,2
51,0,0,10,11,21,0,0,7,3
55,0,1,3,19,40,0,1,19,0
62,0,2,0,18,33,0,0,7,0
68,0,4,8,15,67,0,0,11,0
18,0,0,6,13,67,0,0,13,0
60,1,4,1,17,7,1,0,3,3
18,1,2,7,19,18,0,1,7,0
22,1,2,3,13,65,0,1,9,3
28,1,4,11,20,30,1,0,7,2
51,1,5,7,14,68,0,0,10,2
42,0,1,10,10,40,0,0,1,0
57,0,5,3,18,14,1,1,19,3
60,1,3,0,13,31,1,0,6,3
36,1,5,3,22,42,0,0,1,0
23,1,0,4,8,12,0,0,16,0
54,1,2,8,12,28,0,0,11,3
58,1,2,0,13,30,1,0,6,2
47,1,0,10,22,7,1,1,2,3
31,1,0,6,9,30,0,0,6,2
61,0,4,7,16,58,1,0,17,0
34,1,2,1,8,61,1,0,18,0
26,1,3,5,16,14,0,0,0,3
13,0,5,9,12,27,1,0,3,0
27,1,5,0,19,38,1,0,11,2
48,1,0,7,10,59,1,1,11,0
16,0,0,0,8,47,1,1,13,0
37,1,4,9,10,21,0,0,13,3
42,1,1,8,19,3,1,0,18,0
34,0,5,9,21,20,1,0,18,3
54,1,3,1,22,47,0,0,8,0
45,1,3,3,19,3,1,0,20,0
28,1,2,3,11,43,1,0,13,0
13,1,4,6,18,60,0,1,13,0
10,1,2,11,10,6,1,1,20,3
38,0,1,11,13,12,0,1,2,0
19,1,1,6,19,10,1,0,19,3
27,0,1,5,16,27,0,0,5,0
31,1,1,1,19,18,0,0,9,0
53,0,5,10,18,21,1,1,13,3
70,1,4,4,21,48,1,0,17,1
20,1,5,0,11,15,1,0,14,3
19,0,3,1,11,20,0,1,15,3
47,1,2,1,17,41,1,1,17,3
28,1,2,0,10,62,0,0,9,0
30,1,2,8,13,18,0,1,12,0
39,1,4,1,16,24,0,0,9,0
65,1,1,8,11,52,0,1,12,0
67,0,2,11,19,34,0,0,10,0
13,1,0,9,17,49,1,1,17,2
34,0,1,3,19,55,0,0,12,0
30,1,0,3,9,5,1,1,12,0
35,0,3,6,10,37,1,1,7,0
54,0,3,0,17,49,1,1,1,2
56,0,5,4,16,24,1,1,7,0
12,1,4,11,17,45,1,1,9,1
54,0,1,11,13,54,1,0,3,0
65,1,0,6,18,58,0,0,10,0
